reference,class_id
2014_07_16_10,4.0
2014_07_16_11,4.0
2014_07_16_13,4.0
2014_07_16_16,3.0
2014_07_16_17,3.0
2014_07_17_09,3.0
2014_07_17_10,3.0
2014_07_17_11,4.0
2014_07_17_12,4.0
2014_07_17_13,4.0
2014_07_17_14,4.0
2014_07_17_16,4.0
2014_07_17_17,3.0
2014_07_18_06,3.0
2014_07_18_07,3.0
2014_07_18_08,1.0
2014_07_18_09,3.0
2014_07_18_10,3.0
2014_07_18_11,4.0
2014_07_18_12,4.0
2014_07_18_13,4.0
2014_07_18_14,4.0
2014_07_18_15,2.0
2014_07_18_16,4.0
2014_07_18_17,4.0
2014_07_19_06,4.0
2014_07_19_07,3.0
2014_07_19_08,3.0
2014_07_19_09,3.0
2014_07_19_10,3.0
2014_07_19_11,4.0
2014_07_19_12,4.0
2014_07_19_13,4.0
2014_07_20_06,2.0
2014_07_20_08,3.0
2014_07_20_10,3.0
2014_07_20_11,3.0
2014_07_20_13,3.0
2014_07_20_14,2.0
2014_07_20_16,4.0
2014_07_20_17,4.0
2014_07_21_06,4.0
2014_07_21_09,4.0
2014_07_21_10,3.0
2014_07_21_12,3.0
2014_07_21_13,3.0
2014_07_21_14,3.0
2014_07_21_15,4.0
2014_07_21_16,4.0
2014_07_21_17,4.0
2014_07_22_06,4.0
2014_07_22_07,4.0
2014_07_22_08,4.0
2014_07_22_09,4.0
2014_07_22_10,4.0
2014_07_22_11,3.0
2014_07_22_12,3.0
2014_07_22_13,3.0
2014_07_22_14,3.0
2014_07_22_15,3.0
2014_07_22_16,4.0
2014_07_22_17,4.0
2014_07_23_06,4.0
2014_07_23_07,4.0
2014_07_23_08,4.0
2014_07_23_09,4.0
2014_07_23_10,4.0
2014_07_23_11,4.0
2014_07_23_12,3.0
2014_07_23_13,3.0
2014_07_23_14,3.0
2014_07_23_15,4.0
2014_07_23_16,4.0
2014_07_23_17,1.0
2014_07_24_06,4.0
2014_07_24_07,4.0
2014_07_24_08,4.0
2014_07_24_09,4.0
2014_07_24_10,4.0
2014_07_24_11,4.0
2014_07_24_12,4.0
2014_07_24_13,3.0
2014_07_24_14,3.0
2014_07_24_15,3.0
2014_07_24_16,4.0
2014_07_25_06,3.0
2014_07_25_07,4.0
2014_07_25_08,4.0
2014_07_25_09,4.0
2014_07_25_10,4.0
2014_07_25_11,4.0
2014_07_25_12,4.0
2014_07_25_13,4.0
2014_07_25_14,3.0
2014_07_25_15,3.0
2014_07_25_17,4.0
2014_07_26_06,3.0
2014_07_26_07,4.0
2014_07_26_08,4.0
2014_07_26_09,4.0
2014_07_26_10,2.0
2014_07_26_11,2.0
2014_07_26_12,4.0
2014_07_26_13,3.0
2014_07_26_14,3.0
2014_07_26_15,3.0
2014_07_26_16,2.0
2014_07_26_17,3.0
2014_07_27_06,3.0
2014_07_27_07,3.0
2014_07_27_08,4.0
2014_07_27_09,4.0
2014_07_27_10,4.0
2014_07_27_11,4.0
2014_07_27_12,4.0
2014_07_27_13,4.0
2014_07_27_14,3.0
2014_07_27_15,3.0
2014_07_27_16,3.0
2014_07_27_17,3.0
2014_07_28_06,3.0
2014_07_28_07,4.0
2014_07_28_08,2.0
2014_07_28_09,4.0
2014_07_28_10,4.0
2014_07_28_11,4.0
2014_07_28_12,4.0
2014_07_28_14,4.0
2014_07_28_15,3.0
2014_07_28_16,3.0
2014_07_28_17,3.0
2014_07_29_08,4.0
2014_07_29_09,4.0
2014_07_29_10,4.0
2014_07_29_11,4.0
2014_07_29_12,4.0
2014_07_29_14,4.0
2014_07_29_15,3.0
2014_07_30_06,3.0
2014_07_30_07,3.0
2014_07_30_09,4.0
2014_07_30_10,4.0
2014_07_30_11,4.0
2014_07_30_12,4.0
2014_07_30_13,4.0
2014_07_30_14,4.0
2014_07_30_15,3.0
2014_07_30_16,3.0
2014_07_30_17,3.0
2014_07_31_06,3.0
2014_07_31_08,3.0
2014_07_31_09,3.0
2014_07_31_10,4.0
2014_08_02_17,4.0
2014_08_03_06,3.0
2014_08_03_07,3.0
2014_08_03_08,3.0
2014_08_03_09,4.0
2014_08_03_10,4.0
2014_08_03_13,4.0
2014_08_03_15,4.0
2014_08_03_16,4.0
2014_08_03_17,4.0
2014_08_04_06,4.0
2014_08_04_07,4.0
2014_08_04_09,3.0
2014_08_04_12,2.0
2014_08_04_14,4.0
2014_08_04_15,2.0
2014_08_04_16,4.0
2014_08_04_17,4.0
2014_08_05_06,4.0
2014_08_05_07,3.0
2014_08_05_08,3.0
2014_08_05_10,3.0
2014_08_05_11,3.0
2014_08_05_12,3.0
2014_08_05_13,3.0
2014_08_05_15,4.0
2014_08_05_16,4.0
2014_08_05_17,4.0
2014_08_06_06,4.0
2014_08_06_07,4.0
2014_08_06_08,4.0
2014_08_06_09,3.0
2014_08_06_10,3.0
2014_08_06_11,3.0
2014_08_06_12,3.0
2014_08_06_13,3.0
2014_08_06_14,3.0
2014_08_06_15,3.0
2014_08_06_16,4.0
2014_08_06_17,4.0
2014_08_11_06,3.0
2014_08_11_07,4.0
2014_08_11_10,4.0
2014_08_11_15,3.0
2014_08_11_16,3.0
2014_08_11_17,3.0
2014_08_12_06,3.0
2014_08_12_07,3.0
2014_08_12_08,4.0
2014_08_12_10,4.0
2014_08_12_11,4.0
2014_08_12_12,4.0
2014_08_12_13,2.0
2014_08_12_15,3.0
2014_08_12_16,3.0
2014_08_12_17,3.0
2014_08_13_06,3.0
2014_08_13_07,3.0
2014_08_13_08,3.0
2014_08_13_09,4.0
2014_08_13_11,4.0
2014_08_13_15,2.0
2014_08_13_16,3.0
2014_08_13_17,3.0
2014_08_14_06,1.0
2014_08_14_08,3.0
2014_08_14_11,4.0
2014_08_14_12,4.0
2014_08_14_13,4.0
2014_08_14_14,4.0
2014_08_14_15,4.0
2014_08_14_16,3.0
2014_08_14_17,3.0
2014_08_15_06,3.0
2014_08_15_08,3.0
2014_08_15_09,3.0
2014_08_15_10,4.0
2014_08_15_12,4.0
2014_08_15_13,4.0
2014_08_15_14,4.0
2014_08_15_15,4.0
2014_08_15_16,4.0
2014_08_15_17,3.0
2014_08_16_06,3.0
2014_08_16_07,3.0
2014_08_16_08,3.0
2014_08_16_09,3.0
2014_08_16_10,4.0
2014_08_16_11,4.0
2014_08_16_13,4.0
2014_08_16_16,4.0
2014_08_16_17,4.0
2014_08_17_06,4.0
2014_08_17_07,3.0
2014_08_17_08,3.0
2014_08_17_09,4.0
2014_08_17_12,4.0
2014_08_17_13,4.0
2014_08_17_14,4.0
2014_08_17_15,4.0
2014_08_17_16,4.0
2014_08_17_17,4.0
2014_08_18_07,4.0
2014_08_18_08,4.0
2014_08_18_09,4.0
2014_08_18_10,3.0
2014_08_18_12,4.0
2014_08_18_13,4.0
2014_08_18_14,4.0
2014_08_18_15,4.0
2014_08_18_16,4.0
2014_08_19_06,4.0
2014_08_19_07,4.0
2014_08_19_08,2.0
2014_08_19_09,4.0
2014_08_19_11,4.0
2014_08_19_13,3.0
2014_08_19_15,4.0
2014_08_19_16,4.0
2014_08_19_17,4.0
2014_08_20_06,4.0
2014_08_20_07,4.0
2014_08_20_08,4.0
2014_08_20_09,4.0
2014_08_20_10,3.0
2014_08_20_11,3.0
2014_08_20_12,3.0
2014_08_20_16,3.0
2014_08_20_17,4.0
2014_08_21_07,2.0
2014_08_21_08,4.0
2014_08_21_10,2.0
2014_08_21_13,3.0
2014_08_21_14,3.0
2014_08_21_15,3.0
2014_08_21_16,4.0
2014_08_22_06,4.0
2014_08_22_07,4.0
2014_08_22_08,4.0
2014_08_22_09,1.0
2014_08_22_10,4.0
2014_08_22_13,3.0
2014_08_22_14,3.0
2014_08_22_15,3.0
2014_08_22_16,3.0
2014_08_22_17,4.0
2014_08_23_06,4.0
2014_08_23_07,4.0
2014_08_23_08,4.0
2014_08_23_09,4.0
2014_08_23_10,4.0
2014_08_23_11,4.0
2014_08_23_13,3.0
2014_08_23_14,3.0
2014_08_23_15,3.0
2014_08_23_16,3.0
2014_08_23_17,4.0
2014_08_24_06,4.0
2014_08_24_07,4.0
2014_08_24_08,4.0
2014_08_24_09,4.0
2014_08_24_10,4.0
2014_08_24_11,4.0
2014_08_24_12,4.0
2014_08_24_13,3.0
2014_08_24_15,3.0
2014_08_24_16,3.0
2014_08_24_17,3.0
2014_08_25_06,3.0
2014_08_25_07,4.0
2014_08_25_08,4.0
2014_08_25_09,4.0
2014_08_25_10,4.0
2014_08_25_11,4.0
2014_08_25_12,4.0
2014_08_25_13,4.0
2014_08_25_14,3.0
2014_08_25_15,3.0
2014_08_25_16,3.0
2014_08_25_17,3.0
2014_08_26_06,3.0
2014_08_26_07,4.0
2014_08_26_08,4.0
2014_08_26_09,4.0
2014_08_26_10,2.0
2014_08_26_11,4.0
2014_08_26_12,4.0
2014_08_26_13,4.0
2014_08_26_14,3.0
2014_08_26_15,3.0
2014_08_26_16,3.0
2014_08_26_17,3.0
2014_08_27_06,2.0
2014_08_27_07,4.0
2014_08_27_08,4.0
2014_08_27_09,4.0
2014_08_27_10,4.0
2014_08_27_11,4.0
2014_08_27_14,3.0
2014_08_27_16,3.0
2014_08_28_06,3.0
2014_08_28_07,3.0
2014_08_28_08,4.0
2014_08_28_09,4.0
2014_08_28_10,4.0
2014_08_28_11,4.0
2014_08_28_12,4.0
2014_08_28_13,4.0
2014_08_28_14,4.0
2014_08_28_15,3.0
2014_08_28_16,3.0
2014_08_29_06,3.0
2014_08_29_07,3.0
2014_08_29_08,3.0
2014_08_29_09,4.0
2014_08_29_10,4.0
2014_08_29_11,4.0
2014_08_29_12,4.0
2014_08_29_13,4.0
2014_08_29_14,4.0
2014_08_29_15,3.0
2014_08_29_16,3.0
2014_08_30_06,3.0
2014_08_30_07,3.0
2014_08_30_08,3.0
2014_08_30_09,4.0
2014_08_30_10,4.0
2014_08_30_11,4.0
2014_08_30_12,4.0
2014_08_30_13,4.0
2014_08_30_15,3.0
2014_08_30_16,3.0
2014_08_30_17,3.0
2014_08_31_07,3.0
2014_08_31_09,3.0
2014_08_31_10,3.0
2014_08_31_11,4.0
2014_08_31_12,4.0
2014_08_31_13,4.0
2014_08_31_14,3.0
2014_08_31_16,3.0
2014_08_31_17,3.0
2014_09_01_06,3.0
2014_09_01_07,3.0
2014_09_01_08,3.0
2014_09_01_09,3.0
2014_09_01_10,3.0
2014_09_01_11,4.0
2014_09_01_12,4.0
2014_09_01_13,4.0
2014_09_01_14,4.0
2014_09_01_15,4.0
2014_09_01_16,3.0
2014_09_01_17,3.0
2014_09_02_06,3.0
2014_09_02_07,3.0
2014_09_02_08,3.0
2014_09_02_09,3.0
2014_09_02_10,3.0
2014_09_02_11,3.0
2014_09_02_12,3.0
2014_09_02_14,2.0
2014_09_02_16,3.0
2014_09_02_17,3.0
2014_09_03_06,3.0
2014_09_03_07,3.0
2014_09_03_08,2.0
2014_09_03_09,2.0
2014_09_03_10,3.0
2014_09_03_12,3.0
2014_09_03_13,3.0
2014_09_03_15,3.0
2014_09_03_17,3.0
2014_09_04_06,3.0
2014_09_04_07,3.0
2014_09_04_08,3.0
2014_09_04_09,3.0
2014_09_04_11,3.0
2014_09_04_12,3.0
2014_09_04_13,3.0
2014_09_04_14,3.0
2014_09_04_17,4.0
2014_09_05_06,1.0
2014_09_05_07,4.0
2014_09_05_08,3.0
2014_09_05_09,3.0
2014_09_05_10,3.0
2014_09_05_11,3.0
2014_09_05_12,3.0
2014_09_05_13,3.0
2014_09_05_15,3.0
2014_09_05_16,3.0
2014_09_05_17,3.0
2014_09_15_12,4.0
2014_09_15_13,4.0
2014_09_15_15,2.0
2014_09_15_16,4.0
2014_09_16_06,4.0
2014_09_16_07,4.0
2014_09_16_08,4.0
2014_09_16_09,4.0
2014_09_16_10,3.0
2014_09_16_11,2.0
2014_09_16_12,3.0
2014_09_16_13,4.0
2014_09_16_14,4.0
2014_09_16_16,4.0
2014_09_16_17,4.0
2014_09_17_06,4.0
2014_09_17_07,4.0
2014_09_17_08,3.0
2014_09_17_09,3.0
2014_09_17_12,3.0
2014_09_17_13,3.0
2014_09_17_14,1.0
2014_09_18_06,4.0
2014_09_18_07,4.0
2014_09_18_08,3.0
2014_09_18_09,3.0
2014_09_18_10,3.0
2014_09_18_11,3.0
2014_09_23_11,4.0
2014_09_23_12,4.0
2014_09_23_13,3.0
2014_09_23_14,1.0
2014_09_23_15,3.0
2014_09_23_16,3.0
2014_09_24_06,4.0
2014_09_24_07,4.0
2014_09_24_09,4.0
2014_09_24_10,4.0
2014_09_24_12,4.0
2014_09_24_14,3.0
2014_09_24_15,3.0
2014_09_24_16,3.0
2014_09_25_06,3.0
2014_09_25_07,4.0
2014_09_25_08,4.0
2014_09_25_09,4.0
2014_09_25_11,4.0
2014_09_25_13,3.0
2014_09_25_14,3.0
2014_09_25_15,3.0
2014_09_25_16,3.0
2014_09_26_06,3.0
2014_09_26_07,3.0
2014_09_26_08,4.0
2014_09_26_10,4.0
2014_09_26_12,4.0
2014_09_26_13,4.0
2014_09_26_15,3.0
2014_09_26_16,3.0
2014_09_27_06,3.0
2014_09_27_07,3.0
2014_09_27_08,3.0
2014_09_27_09,4.0
2014_09_27_12,4.0
2014_09_27_13,4.0
2014_09_27_14,3.0
2014_09_27_15,1.0
2014_09_27_16,3.0
2014_09_28_06,3.0
2014_09_28_07,4.0
2014_09_28_08,4.0
2014_09_28_09,4.0
2014_09_28_11,4.0
2014_09_28_16,3.0
2014_09_29_06,3.0
2014_09_29_07,3.0
2014_09_29_08,3.0
2014_09_29_09,4.0
2014_09_29_10,4.0
2014_09_29_11,4.0
2014_09_29_12,4.0
2014_09_29_13,4.0
2014_09_29_16,3.0
2014_09_30_06,3.0
2014_09_30_07,3.0
2014_09_30_08,3.0
2014_09_30_11,4.0
2014_09_30_12,4.0
2014_09_30_13,4.0
2014_09_30_14,4.0
2014_09_30_15,4.0
2014_09_30_16,4.0
2014_10_01_06,3.0
2014_10_01_07,3.0
2014_10_01_08,3.0
2014_10_01_09,3.0
2014_10_01_12,4.0
2014_10_01_13,4.0
2014_10_01_14,4.0
2014_10_07_17,2.0
2014_10_08_06,4.0
2014_10_08_07,4.0
2014_10_08_08,4.0
2014_10_08_09,4.0
2014_10_08_11,4.0
2014_10_08_13,3.0
2014_10_08_14,3.0
2014_10_08_16,3.0
2014_10_09_06,3.0
2014_10_09_07,4.0
2014_10_09_08,4.0
2014_10_09_09,4.0
2014_10_09_10,4.0
2014_10_09_11,4.0
2014_10_09_12,4.0
2014_10_09_16,3.0
2014_10_10_06,3.0
2014_10_10_07,3.0
2014_10_10_08,4.0
2014_10_10_09,4.0
2014_10_10_11,4.0
2014_10_10_12,4.0
2014_10_10_13,4.0
2014_10_10_14,3.0
2014_10_10_15,3.0
2014_10_10_16,3.0
2014_10_11_06,3.0
2014_10_11_07,3.0
2014_10_11_08,4.0
2014_10_11_09,4.0
2014_10_11_10,4.0
2014_10_11_11,4.0
2014_10_11_12,4.0
2014_10_11_13,4.0
2014_10_11_14,4.0
2014_10_11_15,3.0
2014_10_11_16,3.0
2014_10_12_06,3.0
2014_10_12_07,3.0
2014_10_12_08,3.0
2014_10_12_09,4.0
2014_10_12_12,4.0
2014_10_12_13,4.0
2014_10_12_14,4.0
2014_10_12_15,4.0
2014_10_12_16,3.0
2014_10_13_06,3.0
2014_10_13_07,3.0
2014_10_13_08,3.0
2014_10_13_09,4.0
2014_10_14_06,3.0
2014_10_14_07,3.0
2014_10_14_08,3.0
2014_10_14_09,4.0
2014_10_14_10,4.0
2014_10_14_12,4.0
2014_10_14_13,4.0
2014_10_14_15,4.0
2014_10_14_16,2.0
2014_10_15_06,4.0
2014_10_15_07,3.0
2014_10_15_08,3.0
2014_10_15_09,3.0
2014_10_15_10,3.0
2014_10_15_12,4.0
2014_10_15_13,4.0
2014_10_15_14,4.0
2014_10_15_16,4.0
2014_10_16_06,4.0
2014_10_16_07,4.0
2014_10_16_08,4.0
2014_10_16_09,3.0
2014_10_16_10,3.0
2014_10_16_11,4.0
2014_10_16_12,4.0
2014_10_16_13,4.0
2014_10_16_14,4.0
2014_10_16_15,4.0
2014_10_16_16,4.0
2014_10_16_17,1.0
2014_10_17_06,4.0
2014_10_17_07,4.0
2014_10_17_08,4.0
2014_10_17_11,4.0
2014_10_17_13,4.0
2014_10_17_15,4.0
2014_10_17_16,4.0
2014_10_18_06,4.0
2014_10_18_07,4.0
2014_10_18_08,4.0
2014_10_18_09,4.0
2014_10_18_10,4.0
2014_10_18_11,3.0
2014_10_18_12,3.0
2014_10_18_13,3.0
2014_10_18_14,4.0
2014_10_18_16,4.0
2014_10_19_06,4.0
2014_10_19_07,4.0
2014_10_19_08,4.0
2014_10_19_09,4.0
2014_10_19_10,4.0
2014_10_19_11,4.0
2014_10_19_13,3.0
2014_10_19_15,3.0
2014_10_20_06,4.0
2014_10_20_07,4.0
2014_10_20_08,4.0
2014_10_20_09,4.0
2014_10_20_10,4.0
2014_10_20_11,4.0
2014_10_20_12,3.0
2014_10_20_13,3.0
2014_10_20_15,3.0
2014_10_20_16,3.0
2014_10_20_17,3.0
2014_10_21_06,4.0
2014_10_21_07,4.0
2014_10_21_08,4.0
2014_10_21_09,4.0
2014_10_21_10,4.0
2014_10_21_11,4.0
2014_10_21_12,3.0
2014_10_21_13,3.0
2014_10_21_14,3.0
2014_10_21_15,3.0
2014_10_21_16,3.0
2014_10_21_17,3.0
2014_10_22_06,3.0
2014_10_22_07,4.0
2014_10_22_08,4.0
2014_10_22_09,4.0
2014_10_22_10,4.0
2014_10_22_11,4.0
2014_10_22_12,3.0
2014_10_22_13,3.0
2014_10_22_14,3.0
2014_10_22_15,3.0
2014_10_22_16,3.0
2014_10_22_17,3.0
2014_10_23_06,3.0
2014_10_23_07,3.0
2014_10_23_08,4.0
2014_10_23_09,4.0
2014_10_23_10,4.0
2014_10_23_11,4.0
2014_10_23_12,4.0
2014_10_23_13,3.0
2014_10_23_14,3.0
2014_10_23_16,3.0
2014_10_23_17,3.0
2014_10_24_06,1.0
2014_10_24_07,3.0
2014_10_24_08,3.0
2014_10_24_09,4.0
2014_10_24_10,4.0
2014_10_24_11,4.0
2014_10_24_12,4.0
2014_10_24_13,3.0
2014_10_24_14,3.0
2014_10_24_15,3.0
2014_10_24_16,3.0
2014_10_24_17,3.0
2014_10_25_06,3.0
2014_10_25_07,3.0
2014_10_25_08,4.0
2014_10_25_09,4.0
2014_10_25_10,4.0
2014_10_25_11,4.0
2014_10_25_12,4.0
2014_10_25_13,4.0
2014_10_25_14,4.0
2014_10_25_15,3.0
2014_10_25_16,3.0
2014_10_25_17,3.0
2014_10_26_06,3.0
2014_10_26_07,3.0
2014_10_26_08,3.0
2014_10_26_09,4.0
2014_10_26_10,4.0
2014_10_26_11,4.0
2014_10_26_12,4.0
2014_10_26_13,4.0
2014_10_26_14,2.0
2014_10_26_17,3.0
2014_10_27_06,3.0
2014_10_27_07,3.0
2014_10_27_08,3.0
2014_10_27_09,4.0
2014_10_27_10,4.0
2014_10_27_12,4.0
2014_10_27_15,2.0
2014_10_27_16,3.0
2014_10_27_17,3.0
2014_10_28_06,3.0
2014_10_28_07,3.0
2014_10_29_11,4.0
2014_10_29_12,4.0
2014_10_29_13,4.0
2014_10_29_14,4.0
2014_10_29_15,4.0
2014_10_29_16,4.0
2014_10_29_17,4.0
2014_11_02_10,4.0
2014_11_02_11,3.0
2014_11_02_12,3.0
2014_11_02_13,3.0
2014_11_02_14,3.0
2014_11_02_15,3.0
2014_11_02_17,4.0
2014_11_03_06,4.0
2014_11_03_07,4.0
2014_11_03_08,4.0
2014_11_03_09,4.0
2014_11_03_10,4.0
2014_11_03_11,3.0
2014_11_03_12,3.0
2014_11_03_13,3.0
2014_11_03_14,3.0
2014_11_03_15,3.0
2014_11_03_16,3.0
2014_11_03_17,3.0
2014_11_04_06,4.0
2014_11_04_07,4.0
2014_11_04_08,4.0
2014_11_04_09,4.0
2014_11_04_10,4.0
2014_11_04_11,4.0
2014_11_04_12,3.0
2014_11_04_13,3.0
2014_11_04_14,3.0
2014_11_04_15,3.0
2014_11_04_16,3.0
2014_11_04_17,3.0
2014_11_05_06,3.0
2014_11_05_07,4.0
2014_11_05_08,4.0
2014_11_05_09,4.0
2014_11_05_10,4.0
2014_11_05_11,4.0
2014_11_05_12,3.0
2014_11_05_13,3.0
2014_11_05_14,3.0
2014_11_06_06,3.0
2014_11_06_07,4.0
2014_11_06_09,4.0
2014_11_06_10,4.0
2014_11_06_11,4.0
2014_11_06_12,4.0
2014_11_06_16,3.0
2014_11_07_06,3.0
2014_11_07_07,3.0
2014_11_07_08,4.0
2014_11_07_09,4.0
2014_11_07_10,4.0
2014_11_07_11,4.0
2014_11_07_12,4.0
2014_11_07_13,4.0
2014_11_07_14,3.0
2014_11_08_06,3.0
2014_11_08_07,3.0
2014_11_08_08,3.0
2014_11_08_09,4.0
2014_11_08_10,4.0
2014_11_08_11,4.0
2014_11_08_12,4.0
2014_11_08_14,4.0
2014_11_08_15,3.0
2014_11_08_17,3.0
2014_11_09_06,3.0
2014_11_09_07,3.0
2014_11_09_08,3.0
2014_11_09_09,4.0
2014_11_09_10,4.0
2014_11_09_11,4.0
2014_11_09_12,4.0
2014_11_09_13,4.0
2014_11_09_14,4.0
2014_11_09_17,3.0
2014_11_10_06,3.0
2014_11_10_07,3.0
2014_11_10_08,3.0
2014_11_10_09,3.0
2014_11_10_10,4.0
2014_11_10_11,4.0
2014_11_10_12,4.0
2014_11_10_13,4.0
2014_11_10_14,4.0
2014_11_10_16,2.0
2014_11_11_06,3.0
2014_11_11_07,3.0
2014_11_11_08,3.0
2014_11_11_09,3.0
2014_11_11_10,4.0
2014_11_11_11,4.0
2014_11_11_12,4.0
2014_11_11_13,4.0
2014_11_11_14,4.0
2014_11_12_06,3.0
2014_11_12_07,3.0
2014_11_12_08,3.0
2014_11_12_09,3.0
2014_11_12_10,4.0
2014_11_12_11,4.0
2014_11_12_12,4.0
2014_11_12_13,4.0
2014_11_12_14,4.0
2014_11_13_06,4.0
2014_11_13_07,3.0
2014_11_13_08,3.0
2014_11_13_09,3.0
2014_11_13_10,3.0
2014_11_13_11,4.0
2014_11_13_12,4.0
2014_11_13_14,4.0
2014_11_13_17,3.0
2014_11_14_06,4.0
2014_11_14_07,4.0
2014_11_14_08,4.0
2014_11_14_09,4.0
2014_11_14_10,4.0
2014_11_14_11,4.0
2014_11_14_12,4.0
2014_11_14_13,4.0
2014_11_15_07,4.0
2014_11_15_08,4.0
2014_11_15_09,4.0
2014_11_15_10,4.0
2014_11_15_11,4.0
2014_11_15_12,4.0
2014_11_15_13,4.0
2014_11_15_17,4.0
2014_11_16_06,4.0
2014_11_16_07,4.0
2014_11_16_08,4.0
2014_11_16_09,4.0
2014_11_16_10,4.0
2014_11_16_11,4.0
2014_11_16_12,3.0
2014_11_16_13,4.0
2014_11_16_14,4.0
2014_11_17_06,4.0
2014_11_17_08,4.0
2014_11_17_09,4.0
2014_11_17_10,4.0
2014_11_17_11,4.0
2014_11_17_12,3.0
2014_11_17_13,3.0
2014_12_01_15,4.0
2014_12_01_17,4.0
2014_12_02_06,4.0
2014_12_02_07,4.0
2014_12_02_08,4.0
2014_12_02_09,4.0
2014_12_02_10,4.0
2014_12_02_11,3.0
2014_12_02_12,3.0
2014_12_02_13,3.0
2014_12_03_17,4.0
2014_12_04_06,4.0
2014_12_04_07,4.0
2014_12_04_08,4.0
2014_12_04_09,4.0
2014_12_04_10,4.0
2014_12_04_11,4.0
2014_12_04_12,4.0
2014_12_04_13,3.0
2014_12_04_14,3.0
2014_12_04_15,3.0
2014_12_04_16,3.0
2014_12_04_17,3.0
2014_12_05_06,3.0
2014_12_05_07,4.0
2014_12_05_08,4.0
2014_12_05_09,4.0
2014_12_05_10,4.0
2014_12_05_11,4.0
2014_12_05_12,4.0
2014_12_05_13,3.0
2014_12_05_14,3.0
2014_12_05_15,3.0
2014_12_05_17,3.0
2014_12_06_06,3.0
2014_12_06_07,4.0
2014_12_06_08,4.0
2014_12_06_09,4.0
2014_12_06_10,4.0
2014_12_06_11,4.0
2014_12_06_12,4.0
2014_12_06_13,4.0
2014_12_06_14,3.0
2014_12_06_15,3.0
2014_12_06_16,3.0
2014_12_06_17,3.0
2014_12_07_06,3.0
2014_12_07_07,3.0
2014_12_07_08,4.0
2014_12_07_09,4.0
2014_12_07_10,4.0
2014_12_07_11,4.0
2014_12_07_12,4.0
2014_12_07_13,4.0
2014_12_07_14,3.0
2014_12_07_15,3.0
2014_12_08_06,3.0
2014_12_08_07,3.0
2014_12_08_08,4.0
2014_12_08_09,4.0
2014_12_08_10,4.0
2014_12_08_11,4.0
2014_12_08_12,4.0
2014_12_08_13,4.0
2014_12_08_14,4.0
2014_12_08_15,4.0
2014_12_08_16,3.0
2014_12_08_17,3.0
2014_12_09_06,3.0
2014_12_09_07,3.0
2014_12_09_08,3.0
2014_12_09_09,4.0
2014_12_09_10,4.0
2014_12_09_11,4.0
2014_12_09_12,4.0
2014_12_09_14,4.0
2014_12_09_15,4.0
2014_12_09_16,3.0
2014_12_09_17,3.0
2014_12_10_06,3.0
2014_12_10_07,3.0
2014_12_10_08,3.0
2014_12_10_09,4.0
2014_12_10_10,4.0
2014_12_10_11,4.0
2014_12_10_14,4.0
2014_12_10_17,3.0
2014_12_11_06,3.0
2014_12_11_07,3.0
2014_12_11_08,3.0
2014_12_11_09,4.0
2014_12_11_10,4.0
2014_12_11_11,4.0
2014_12_11_12,4.0
2014_12_11_13,4.0
2014_12_11_14,4.0
2014_12_11_17,4.0
2014_12_12_06,4.0
2014_12_12_07,4.0
2014_12_12_08,4.0
2014_12_12_09,4.0
2014_12_12_10,4.0
2014_12_12_11,4.0
2014_12_12_12,4.0
2014_12_12_13,4.0
2014_12_12_14,4.0
2014_12_13_06,4.0
2014_12_13_07,4.0
2014_12_13_08,4.0
2014_12_13_09,4.0
2014_12_13_10,4.0
2014_12_13_11,4.0
2014_12_13_12,4.0
2014_12_13_13,4.0
2014_12_13_15,4.0
2014_12_13_17,4.0
2014_12_14_06,4.0
2014_12_14_07,4.0
2014_12_14_08,4.0
2014_12_14_09,4.0
2014_12_14_10,4.0
2014_12_14_11,4.0
2014_12_14_12,4.0
2014_12_14_13,4.0
2014_12_14_15,4.0
2014_12_14_17,4.0
2014_12_15_06,4.0
2014_12_15_08,4.0
2014_12_15_09,4.0
2014_12_15_10,4.0
2014_12_15_11,4.0
2014_12_15_12,4.0
2014_12_15_13,4.0
2014_12_15_14,4.0
2014_12_15_15,4.0
2014_12_15_16,4.0
2014_12_15_17,4.0
2014_12_16_06,4.0
2014_12_16_07,4.0
2014_12_16_08,4.0
2014_12_16_09,4.0
2014_12_16_10,4.0
2014_12_16_11,4.0
2014_12_16_12,4.0
2014_12_16_13,4.0
2014_12_16_14,4.0
2014_12_16_15,4.0
2014_12_16_16,4.0
2014_12_16_17,4.0
2014_12_17_06,4.0
2014_12_17_07,4.0
2014_12_17_08,4.0
2014_12_17_09,4.0
2014_12_17_10,4.0
2014_12_17_11,4.0
2014_12_17_12,3.0
2014_12_17_13,3.0
2014_12_17_14,4.0
2014_12_17_15,4.0
2014_12_17_16,4.0
2014_12_17_17,4.0
2014_12_18_06,4.0
2014_12_18_07,4.0
2014_12_18_08,4.0
2014_12_18_09,4.0
2014_12_18_10,4.0
2014_12_18_11,4.0
2014_12_18_12,3.0
2014_12_18_13,3.0
2014_12_18_14,3.0
2014_12_18_15,3.0
2014_12_18_16,4.0
2014_12_18_17,4.0
2014_12_19_06,4.0
2014_12_19_07,4.0
2014_12_19_08,4.0
2014_12_19_09,4.0
2014_12_19_10,4.0
2014_12_19_11,4.0
2014_12_19_12,4.0
2014_12_19_13,4.0
2014_12_19_14,3.0
