reference,class_id
2013_12_24_09,4.0
2013_12_24_10,4.0
2013_12_24_11,4.0
2013_12_24_12,4.0
2013_12_24_13,4.0
2013_12_24_14,4.0
2013_12_24_15,4.0
2013_12_24_16,4.0
2013_12_24_17,4.0
2013_12_25_06,4.0
2013_12_25_08,4.0
2013_12_25_09,4.0
2013_12_25_10,3.0
2013_12_25_11,4.0
2013_12_25_12,4.0
2013_12_25_13,4.0
2013_12_25_14,4.0
2013_12_25_15,4.0
2013_12_25_16,4.0
2013_12_25_17,4.0
2013_12_26_06,4.0
2013_12_26_07,4.0
2013_12_26_08,4.0
2013_12_26_09,4.0
2013_12_26_10,4.0
2013_12_26_11,4.0
2013_12_26_12,4.0
2013_12_26_13,4.0
2013_12_26_14,4.0
2013_12_26_15,4.0
2013_12_26_16,4.0
2013_12_27_06,4.0
2013_12_27_07,4.0
2013_12_27_08,4.0
2013_12_27_09,4.0
2013_12_27_10,4.0
2013_12_27_11,4.0
2013_12_27_12,4.0
2013_12_27_13,4.0
2013_12_27_14,4.0
2013_12_27_15,4.0
2013_12_27_16,4.0
2013_12_27_17,4.0
2013_12_28_06,4.0
2013_12_28_07,4.0
2013_12_28_08,4.0
2013_12_28_09,4.0
2014_01_01_06,3.0
2014_01_01_07,3.0
2014_01_01_08,4.0
2014_01_01_09,4.0
2014_01_01_10,4.0
2014_01_01_11,4.0
2014_01_01_12,4.0
2014_01_01_13,4.0
2014_01_01_14,3.0
2014_01_01_15,3.0
2014_01_01_16,3.0
2014_01_01_17,1.0
2014_01_02_06,1.0
2014_01_02_07,3.0
2014_01_02_08,3.0
2014_01_02_09,4.0
2014_01_02_10,4.0
2014_01_02_11,4.0
2014_01_02_12,4.0
2014_01_02_13,4.0
2014_01_02_14,4.0
2014_01_02_15,3.0
2014_01_02_16,1.0
2014_01_03_06,1.0
2014_01_03_07,3.0
2014_01_03_08,3.0
2014_01_03_09,3.0
2014_01_03_10,4.0
2014_01_03_11,4.0
2014_01_03_12,4.0
2014_01_03_13,4.0
2014_01_03_14,4.0
2014_01_03_15,3.0
2014_01_03_16,3.0
2014_01_03_17,1.0
2014_01_04_06,1.0
2014_01_04_07,3.0
2014_01_04_08,3.0
2014_01_04_09,3.0
2014_01_04_10,4.0
2014_01_04_11,4.0
2014_01_04_12,4.0
2014_01_04_13,4.0
2014_01_04_14,4.0
2014_01_04_15,4.0
2014_01_04_16,3.0
2014_01_04_17,3.0
2014_01_05_06,3.0
2014_01_05_07,3.0
2014_01_05_08,3.0
2014_01_05_09,3.0
2014_01_05_10,3.0
2014_01_05_11,4.0
2014_01_05_12,4.0
2014_01_05_13,4.0
2014_01_05_14,4.0
2014_01_05_15,4.0
2014_01_05_16,4.0
2014_01_05_17,3.0
2014_01_06_06,3.0
2014_01_06_07,3.0
2014_01_09_06,4.0
2014_01_09_07,3.0
2014_01_09_08,3.0
2014_01_09_09,3.0
2014_01_09_10,3.0
2014_01_09_11,3.0
2014_01_09_12,3.0
2014_01_09_13,3.0
2014_01_09_14,3.0
2014_01_09_15,3.0
2014_01_09_16,4.0
2014_01_09_17,4.0
2014_01_14_06,3.0
2014_01_14_07,4.0
2014_01_14_08,4.0
2014_01_14_09,4.0
2014_01_14_10,4.0
2014_01_14_11,4.0
2014_01_14_12,4.0
2014_01_14_14,3.0
2014_01_14_15,3.0
2014_01_14_16,3.0
2014_01_14_17,3.0
2014_01_16_06,1.0
2014_01_16_07,1.0
2014_01_16_08,3.0
2014_01_16_09,4.0
2014_01_16_10,4.0
2014_01_16_11,4.0
2014_01_16_12,4.0
2014_01_16_13,4.0
2014_01_16_14,3.0
2014_01_16_15,3.0
2014_01_16_16,1.0
2014_01_17_06,1.0
2014_01_17_07,1.0
2014_01_17_08,3.0
2014_01_17_09,4.0
2014_01_17_10,4.0
2014_01_17_11,4.0
2014_01_17_12,4.0
2014_01_17_13,4.0
2014_01_17_14,3.0
2014_01_17_15,3.0
2014_01_17_16,1.0
2014_01_17_17,1.0
2014_01_18_06,1.0
2014_01_18_07,1.0
2014_01_18_08,3.0
2014_01_18_09,4.0
2014_01_18_10,4.0
2014_01_18_11,4.0
2014_01_18_12,4.0
2014_01_18_13,4.0
2014_01_18_14,4.0
2014_01_18_15,3.0
2014_01_18_16,3.0
2014_01_18_17,1.0
2014_01_19_06,1.0
2014_01_19_07,3.0
2014_01_19_08,3.0
2014_01_19_09,3.0
2014_01_19_10,4.0
2014_01_19_11,4.0
2014_01_19_12,4.0
2014_01_19_13,4.0
2014_01_19_14,4.0
2014_01_19_15,4.0
2014_01_19_16,3.0
2014_01_19_17,3.0
2014_01_20_06,1.0
2014_01_20_07,1.0
2014_01_20_08,3.0
2014_01_20_09,3.0
2014_01_20_10,3.0
2014_01_20_11,4.0
2014_01_20_12,4.0
2014_01_20_13,4.0
2014_01_20_14,4.0
2014_01_20_15,4.0
2014_01_20_16,3.0
2014_01_21_06,3.0
2014_01_21_07,3.0
2014_01_21_08,3.0
2014_01_21_09,3.0
2014_01_21_10,4.0
2014_01_21_11,4.0
2014_01_21_12,4.0
2014_01_21_13,4.0
2014_01_21_14,4.0
2014_01_21_15,4.0
2014_01_21_16,4.0
2014_01_21_17,3.0
2014_01_22_06,3.0
2014_01_22_07,3.0
2014_01_22_08,3.0
2014_01_22_09,3.0
2014_01_22_10,3.0
2014_01_22_11,4.0
2014_01_22_12,4.0
2014_01_22_13,4.0
2014_01_22_14,4.0
2014_01_22_15,4.0
2014_01_22_16,4.0
2014_01_23_06,4.0
2014_01_23_07,3.0
2014_01_23_08,3.0
2014_01_23_09,3.0
2014_01_23_10,3.0
2014_01_23_11,3.0
2014_01_23_12,4.0
2014_01_23_13,4.0
2014_01_23_14,4.0
2014_01_23_15,4.0
2014_01_23_16,4.0
2014_01_24_06,4.0
2014_01_24_07,4.0
2014_01_24_08,4.0
2014_01_24_09,3.0
2014_01_24_10,3.0
2014_01_24_11,3.0
2014_01_24_12,4.0
2014_01_24_13,4.0
2014_01_24_14,4.0
2014_01_24_15,4.0
2014_01_24_16,4.0
2014_01_25_06,4.0
2014_01_25_07,4.0
2014_01_25_08,4.0
2014_01_25_09,4.0
2014_01_25_10,3.0
2014_01_25_11,3.0
2014_01_25_12,3.0
2014_01_25_13,3.0
2014_01_25_14,4.0
2014_01_25_15,4.0
2014_01_25_16,4.0
2014_01_25_17,4.0
2014_01_26_06,4.0
2014_01_26_07,4.0
2014_01_26_08,4.0
2014_01_26_09,4.0
2014_01_26_10,4.0
2014_01_26_11,3.0
2014_01_26_12,3.0
2014_01_26_13,3.0
2014_01_26_14,3.0
2014_01_26_15,4.0
2014_01_26_16,4.0
2014_01_26_17,4.0
2014_01_27_06,4.0
2014_01_27_07,4.0
2014_01_27_08,4.0
2014_01_27_09,4.0
2014_01_27_10,4.0
2014_01_27_11,4.0
2014_01_27_12,4.0
2014_01_27_13,3.0
2014_01_27_14,3.0
2014_01_27_15,4.0
2014_01_27_16,4.0
2014_01_27_17,4.0
2014_01_28_06,4.0
2014_01_28_07,4.0
2014_01_28_08,4.0
2014_01_28_09,4.0
2014_01_28_10,4.0
2014_01_28_11,4.0
2014_01_28_12,4.0
2014_01_28_13,3.0
2014_01_28_14,3.0
2014_01_28_15,3.0
2014_01_28_16,3.0
2014_01_29_06,3.0
2014_01_29_06,4.0
2014_01_29_07,4.0
2014_01_29_08,4.0
2014_01_29_09,4.0
2014_01_29_10,4.0
2014_01_29_11,4.0
2014_01_29_12,4.0
2014_01_29_13,3.0
2014_01_29_14,3.0
2014_01_29_15,3.0
2014_01_29_16,3.0
2014_01_29_17,3.0
2014_01_30_06,3.0
2014_01_30_07,4.0
2014_01_30_08,4.0
2014_01_30_09,4.0
2014_01_30_10,4.0
2014_01_30_11,4.0
2014_01_30_12,4.0
2014_01_30_13,4.0
2014_01_30_14,3.0
2014_01_30_15,3.0
2014_01_30_16,3.0
2014_01_31_06,3.0
2014_01_31_07,3.0
2014_01_31_08,3.0
2014_01_31_09,4.0
2014_01_31_10,4.0
2014_01_31_11,4.0
2014_01_31_12,4.0
2014_01_31_13,4.0
2014_01_31_14,3.0
2014_01_31_15,1.0
2014_01_31_16,1.0
2014_01_31_17,1.0
2014_02_01_06,1.0
2014_02_01_07,1.0
2014_02_01_08,3.0
2014_02_01_09,3.0
2014_02_01_10,4.0
2014_02_01_11,4.0
2014_02_01_12,4.0
2014_02_01_13,4.0
2014_02_01_14,3.0
2014_02_01_15,3.0
2014_02_01_16,1.0
2014_02_01_17,1.0
2014_02_02_06,1.0
2014_02_02_07,1.0
2014_02_02_09,3.0
2014_02_02_10,3.0
2014_02_02_11,4.0
2014_02_02_12,4.0
2014_02_02_13,4.0
2014_02_02_14,4.0
2014_02_02_15,3.0
2014_02_02_16,1.0
2014_02_02_17,1.0
2014_03_21_13,2.0
2014_03_21_14,2.0
2014_03_21_15,4.0
2014_03_21_16,2.0
2014_03_21_17,3.0
2014_03_22_06,1.0
2014_03_22_07,1.0
2014_03_22_08,3.0
2014_03_22_09,3.0
2014_03_22_10,4.0
2014_03_22_11,4.0
2014_03_22_12,4.0
2014_03_22_13,4.0
2014_03_22_14,2.0
2014_03_22_15,4.0
2014_03_22_17,4.0
2014_03_23_06,1.0
2014_03_23_07,3.0
2014_03_23_08,1.0
2014_03_23_09,3.0
2014_03_23_10,3.0
2014_03_23_11,4.0
2014_03_23_12,4.0
2014_03_23_13,2.0
2014_03_30_13,2.0
2014_03_30_14,1.0
2014_03_30_15,1.0
2014_03_30_16,1.0
2014_03_30_17,1.0
2014_03_31_06,1.0
2014_03_31_07,2.0
2014_03_31_08,2.0
2014_03_31_09,2.0
2014_03_31_10,2.0
2014_03_31_11,2.0
2014_03_31_12,2.0
2014_03_31_13,2.0
2014_03_31_14,1.0
2014_03_31_15,1.0
2014_03_31_16,1.0
2014_03_31_17,1.0
2014_04_01_08,2.0
2014_04_01_09,2.0
2014_04_01_10,2.0
2014_04_01_11,2.0
2014_04_01_12,2.0
2014_04_01_13,2.0
2014_04_01_14,2.0
2014_04_01_17,1.0
2014_04_02_06,1.0
2014_04_02_07,1.0
2014_04_02_08,2.0
2014_04_02_09,2.0
2014_04_02_10,2.0
2014_04_02_11,2.0
2014_04_02_12,2.0
2014_04_02_13,2.0
2014_04_02_14,2.0
2014_04_02_16,1.0
2014_04_02_17,1.0
2014_04_03_06,1.0
2014_04_03_07,1.0
2014_04_03_08,2.0
2014_04_03_09,2.0
2014_04_03_10,2.0
2014_04_03_11,2.0
2014_04_03_12,2.0
2014_04_03_13,2.0
2014_04_03_14,2.0
2014_04_03_17,1.0
2014_04_04_06,1.0
2014_04_04_07,1.0
2014_04_04_08,1.0
2014_04_04_09,2.0
2014_04_04_10,2.0
2014_04_04_11,2.0
2014_04_04_12,2.0
2014_04_04_13,2.0
2014_04_04_14,2.0
2014_04_04_15,2.0
2014_04_04_16,2.0
2014_04_04_17,2.0
2014_04_05_06,2.0
2014_04_05_07,1.0
2014_04_05_08,2.0
2014_04_05_09,2.0
2014_04_05_10,2.0
2014_04_05_11,2.0
2014_04_05_12,2.0
2014_04_05_13,2.0
2014_04_05_14,2.0
2014_04_05_15,2.0
2014_04_05_16,2.0
2014_04_05_17,2.0
2014_04_06_06,1.0
2014_04_06_07,2.0
2014_04_06_08,2.0
2014_04_06_09,1.0
2014_04_06_10,2.0
2014_04_06_11,2.0
2014_04_06_12,2.0
2014_04_06_13,2.0
2014_04_06_14,2.0
2014_04_06_15,2.0
2014_04_06_16,2.0
2014_04_06_17,2.0
2014_04_07_06,2.0
2014_04_07_07,2.0
2014_04_07_08,2.0
2014_04_07_09,2.0
2014_04_07_10,2.0
2014_04_07_11,2.0
2014_04_07_12,2.0
2014_04_07_13,2.0
2014_04_07_14,2.0
2014_04_07_15,2.0
2014_04_07_17,2.0
2014_04_08_06,2.0
2014_04_08_07,2.0
2014_04_08_08,2.0
2014_04_08_09,2.0
2014_04_08_10,2.0
2014_04_08_11,2.0
2014_04_08_12,2.0
2014_04_08_13,2.0
2014_04_08_14,2.0
2014_04_08_15,2.0
2014_04_08_16,2.0
2014_04_08_17,2.0
2014_04_09_06,2.0
2014_04_09_07,2.0
2014_04_09_08,2.0
2014_04_09_09,2.0
2014_04_09_10,2.0
2014_04_09_11,2.0
2014_04_09_12,2.0
2014_04_09_13,2.0
2014_04_09_14,2.0
2014_04_09_15,2.0
2014_04_09_16,2.0
2014_04_09_17,2.0
2014_04_10_06,2.0
2014_04_10_07,2.0
2014_04_10_08,2.0
2014_04_10_09,2.0
2014_04_10_10,2.0
2014_04_10_11,2.0
2014_04_10_12,2.0
2014_04_10_13,2.0
2014_04_10_14,2.0
2014_04_10_15,2.0
2014_04_10_17,2.0
2014_04_11_06,2.0
2014_04_11_07,2.0
2014_04_11_08,2.0
2014_04_11_09,2.0
2014_04_11_10,3.0
2014_04_11_11,2.0
2014_04_11_12,2.0
2014_04_11_13,1.0
2014_04_11_14,1.0
2014_04_11_15,1.0
2014_04_11_17,2.0
2014_04_12_06,4.0
2014_04_16_13,2.0
2014_04_16_14,2.0
2014_04_16_15,1.0
2014_04_16_16,3.0
2014_04_16_17,1.0
2014_04_17_06,1.0
2014_04_17_07,2.0
2014_04_17_08,2.0
2014_04_17_09,2.0
2014_04_17_10,2.0
2014_04_17_11,2.0
2014_04_17_12,2.0
2014_04_17_13,2.0
2014_04_17_14,2.0
2014_04_17_15,2.0
2014_04_17_16,1.0
2014_04_17_17,1.0
2014_04_18_06,1.0
2014_04_18_07,1.0
2014_04_18_08,1.0
2014_04_18_09,2.0
2014_04_18_10,2.0
2014_04_18_11,2.0
2014_04_18_12,2.0
2014_04_18_13,2.0
2014_04_18_14,2.0
2014_04_19_06,1.0
2014_04_19_07,1.0
2014_04_19_09,2.0
2014_04_19_10,2.0
2014_04_19_11,2.0
2014_04_19_14,2.0
2014_04_19_16,2.0
2014_04_19_17,1.0
2014_04_20_06,1.0
2014_04_20_07,1.0
2014_04_20_08,1.0
2014_04_20_09,1.0
2014_04_20_10,2.0
2014_04_20_11,2.0
2014_04_20_12,2.0
2014_04_20_13,2.0
2014_04_20_14,2.0
2014_04_20_15,2.0
2014_04_20_16,2.0
2014_04_20_17,2.0
2014_04_21_06,1.0
2014_04_21_07,1.0
2014_04_21_08,1.0
2014_04_21_09,1.0
2014_04_21_10,1.0
2014_04_21_11,2.0
2014_04_21_12,2.0
2014_04_21_13,2.0
2014_04_21_14,2.0
2014_04_21_17,2.0
2014_04_22_07,2.0
2014_04_22_08,1.0
2014_04_22_09,1.0
2014_04_22_10,1.0
2014_04_22_11,2.0
2014_04_22_12,2.0
2014_04_22_13,2.0
2014_04_22_14,2.0
2014_04_22_17,2.0
2014_04_23_06,2.0
2014_04_23_07,2.0
2014_04_23_14,2.0
2014_04_23_17,2.0
2014_04_24_06,2.0
2014_04_24_11,1.0
2014_04_24_12,2.0
2014_04_24_16,2.0
2014_04_24_17,2.0
2014_04_25_06,2.0
2014_04_25_07,2.0
2014_04_25_12,1.0
2014_04_25_13,1.0
2014_04_26_08,2.0
2014_04_26_09,2.0
2014_04_26_10,2.0
2014_04_26_11,3.0
2014_04_26_14,1.0
2014_04_26_15,1.0
2014_04_26_16,2.0
2014_04_26_17,2.0
2014_04_27_06,2.0
2014_04_27_07,2.0
2014_04_27_08,2.0
2014_04_27_09,2.0
2014_04_27_10,2.0
2014_04_27_11,2.0
2014_04_27_12,2.0
2014_04_27_13,1.0
2014_04_27_14,1.0
2014_04_27_16,1.0
2014_04_27_17,2.0
2014_04_28_15,1.0
2014_04_28_16,1.0
2014_04_29_06,2.0
2014_04_29_07,2.0
2014_04_29_08,2.0
2014_04_29_09,2.0
2014_04_29_10,2.0
2014_04_29_11,2.0
2014_04_29_12,2.0
2014_04_29_13,2.0
2014_04_29_14,2.0
2014_04_29_15,1.0
2014_04_29_16,1.0
2014_04_29_17,2.0
2014_04_30_06,2.0
2014_04_30_07,2.0
2014_04_30_08,2.0
2014_04_30_09,2.0
2014_04_30_10,2.0
2014_04_30_11,2.0
2014_04_30_12,2.0
2014_04_30_13,2.0
2014_04_30_14,2.0
2014_04_30_15,2.0
2014_04_30_16,1.0
2014_04_30_17,2.0
2014_05_01_10,2.0
2014_05_01_11,2.0
2014_05_01_12,2.0
2014_05_01_13,2.0
2014_05_01_17,2.0
2014_05_02_06,1.0
2014_05_21_07,3.0
2014_05_21_08,3.0
2014_05_21_09,1.0
2014_05_21_10,1.0
2014_05_21_11,3.0
2014_05_21_12,3.0
2014_05_21_13,4.0
2014_05_21_14,4.0
2014_05_21_15,4.0
2014_05_21_16,4.0
2014_05_22_06,4.0
2014_05_22_07,4.0
2014_05_22_08,3.0
2014_05_22_09,3.0
2014_05_22_10,3.0
2014_05_22_11,3.0
2014_05_22_12,3.0
2014_05_22_13,4.0
2014_05_22_14,4.0
2014_05_22_16,4.0
2014_05_23_06,4.0
2014_05_23_07,4.0
2014_05_23_08,4.0
2014_05_23_09,4.0
2014_05_23_10,3.0
2014_05_23_11,3.0
2014_05_23_12,3.0
2014_05_23_13,3.0
2014_05_23_14,4.0
2014_05_27_06,4.0
2014_05_27_07,4.0
2014_05_27_09,4.0
2014_05_27_10,4.0
2014_05_27_11,4.0
2014_05_27_12,3.0
2014_05_27_13,3.0
2014_05_27_14,3.0
2014_05_27_15,3.0
2014_05_27_16,3.0
2014_05_28_06,4.0
2014_05_28_07,4.0
2014_05_28_08,4.0
2014_05_28_09,4.0
2014_05_28_10,4.0
2014_05_28_12,3.0
2014_05_28_13,3.0
2014_05_28_14,3.0
2014_05_28_15,3.0
2014_05_28_16,3.0
2014_05_29_06,2.0
2014_05_29_07,2.0
2014_05_29_08,4.0
2014_05_29_09,4.0
2014_05_29_10,4.0
2014_05_29_11,4.0
2014_05_29_12,4.0
2014_05_29_13,3.0
2014_05_29_14,3.0
2014_05_29_15,3.0
2014_05_30_06,2.0
2014_05_30_07,3.0
2014_05_30_08,4.0
2014_05_30_09,4.0
2014_05_30_10,4.0
2014_05_30_11,4.0
2014_05_30_12,4.0
2014_05_30_13,4.0
2014_05_30_14,3.0
2014_05_30_15,3.0
2014_05_30_16,3.0
2014_05_30_17,1.0
2014_05_31_06,1.0
2014_05_31_08,2.0
2014_05_31_09,4.0
2014_05_31_11,4.0
2014_05_31_12,4.0
2014_05_31_13,4.0
2014_05_31_14,4.0
2014_05_31_16,3.0
2014_05_31_17,2.0
2014_06_01_06,1.0
2014_06_01_07,1.0
2014_06_01_08,3.0
2014_06_01_09,4.0
2014_06_01_10,4.0
2014_06_01_11,4.0
2014_06_01_12,4.0
2014_06_01_14,4.0
2014_06_01_16,3.0
2014_06_01_17,2.0
2014_06_02_06,3.0
2014_06_02_07,3.0
2014_06_02_08,3.0
2014_06_02_09,3.0
2014_06_02_10,4.0
2014_06_02_11,4.0
2014_06_02_12,4.0
2014_06_02_13,4.0
2014_06_02_14,4.0
2014_06_02_16,4.0
2014_06_02_17,3.0
2014_06_03_06,2.0
2014_06_03_07,3.0
2014_06_03_08,3.0
2014_06_03_11,4.0
2014_06_03_12,4.0
2014_06_03_13,4.0
2014_06_03_14,4.0
2014_06_03_15,3.0
2014_06_03_16,4.0
2014_06_03_17,4.0
2014_06_04_06,3.0
2014_06_04_07,1.0
2014_06_04_08,3.0
2014_06_04_09,3.0
2014_06_04_10,4.0
2014_06_04_11,4.0
2014_06_04_12,4.0
2014_06_04_13,4.0
2014_06_04_15,4.0
2014_06_04_16,3.0
2014_06_05_06,4.0
2014_06_05_07,3.0
2014_06_05_08,3.0
2014_06_05_09,3.0
2014_06_05_10,3.0
2014_06_05_11,4.0
2014_06_05_12,4.0
2014_06_05_13,4.0
2014_06_05_14,4.0
2014_06_05_15,4.0
2014_06_05_16,4.0
2014_06_06_06,4.0
2014_06_06_07,4.0
2014_06_06_08,4.0
2014_06_06_09,4.0
2014_06_06_10,4.0
2014_06_06_11,4.0
2014_06_06_12,4.0
2014_06_06_13,4.0
2014_06_06_14,4.0
2014_06_06_15,4.0
2014_06_06_16,4.0
2014_06_06_17,4.0
2014_06_07_06,4.0
2014_06_07_08,4.0
2014_06_07_09,4.0
2014_06_07_10,4.0
2014_06_07_11,4.0
2014_06_07_12,4.0
2014_06_07_13,4.0
2014_06_07_14,4.0
2014_06_07_15,4.0
2014_06_07_16,4.0
2014_06_08_06,4.0
2014_06_08_07,4.0
2014_06_08_09,4.0
2014_06_08_10,4.0
2014_06_08_11,4.0
2014_06_08_12,4.0
2014_06_08_13,4.0
2014_06_08_14,4.0
2014_06_08_16,4.0
2014_06_08_17,4.0
2014_06_09_06,4.0
2014_06_09_07,4.0
2014_06_09_08,4.0
2014_06_09_09,4.0
2014_06_09_10,4.0
2014_06_09_11,4.0
2014_06_09_12,3.0
2014_06_09_13,3.0
2014_06_09_14,3.0
2014_06_09_15,4.0
2014_06_09_16,4.0
2014_06_09_17,4.0
2014_06_10_07,4.0
2014_06_10_08,4.0
2014_06_10_09,4.0
2014_06_10_10,4.0
2014_06_10_11,4.0
2014_06_10_12,4.0
2014_06_10_13,3.0
2014_06_10_17,4.0
2014_06_11_06,4.0
2014_06_11_07,4.0
2014_06_11_08,4.0
2014_06_11_10,4.0
2014_06_11_11,4.0
2014_06_11_13,3.0
2014_06_11_14,3.0
2014_06_11_16,3.0
2014_06_12_06,4.0
2014_06_12_07,4.0
2014_06_12_08,4.0
2014_06_12_09,4.0
2014_06_12_10,4.0
2014_06_12_11,4.0
2014_06_12_12,4.0
2014_06_12_13,3.0
2014_06_12_15,3.0
2014_06_12_16,3.0
2014_06_13_06,4.0
2014_06_13_07,4.0
2014_06_13_08,4.0
2014_06_13_09,4.0
2014_06_13_10,4.0
2014_06_13_11,4.0
2014_06_13_12,4.0
2014_06_13_13,4.0
2014_06_13_14,3.0
2014_06_13_17,3.0
2014_06_14_06,3.0
2014_06_14_07,4.0
2014_06_14_08,4.0
2014_06_14_09,4.0
2014_06_14_10,4.0
2014_06_14_11,4.0
2014_06_14_12,4.0
2014_06_14_13,4.0
2014_06_14_14,4.0
2014_06_14_16,3.0
2014_06_15_06,3.0
2014_06_15_07,3.0
2014_06_15_08,4.0
2014_06_15_10,4.0
2014_06_15_11,4.0
2014_06_15_12,4.0
2014_06_15_13,4.0
2014_06_15_14,4.0
2014_06_15_15,3.0
2014_06_16_09,4.0
2014_06_16_10,4.0
2014_06_16_11,4.0
2014_06_16_12,4.0
2014_06_16_13,4.0
2014_06_16_14,4.0
2014_06_16_16,4.0
2014_06_17_06,3.0
2014_06_17_07,3.0
2014_06_17_08,3.0
2014_06_17_09,3.0
2014_06_17_12,4.0
2014_06_17_13,4.0
2014_06_17_14,4.0
2014_06_17_16,3.0
2014_06_18_06,3.0
2014_06_18_07,3.0
2014_06_18_08,3.0
2014_06_18_09,3.0
2014_06_18_10,3.0
2014_06_18_11,4.0
2014_06_18_12,4.0
2014_06_18_13,4.0
2014_06_18_14,4.0
2014_06_18_15,4.0
2014_06_18_16,4.0
2014_06_19_06,3.0
2014_06_19_07,3.0
2014_06_19_08,3.0
2014_06_19_09,3.0
2014_06_19_10,3.0
2014_06_19_13,4.0
2014_06_19_14,4.0
2014_06_19_15,4.0
2014_06_19_17,4.0
2014_06_20_07,3.0
2014_06_20_08,3.0
2014_06_20_10,3.0
2014_06_20_11,3.0
2014_06_20_12,3.0
2014_06_20_13,4.0
2014_06_20_14,4.0
2014_06_20_15,4.0
2014_06_21_06,4.0
2014_06_21_09,3.0
2014_06_21_13,3.0
2014_06_21_16,4.0
2014_06_22_06,4.0
2014_06_22_07,4.0
2014_06_22_08,4.0
2014_06_22_09,4.0
2014_06_22_11,3.0
2014_06_22_12,3.0
2014_06_22_13,3.0
2014_06_22_15,4.0
2014_06_22_17,4.0
2014_06_23_06,4.0
2014_06_23_07,4.0
2014_06_23_08,4.0
2014_06_23_09,4.0
2014_06_23_10,4.0
2014_06_23_11,4.0
2014_06_23_12,3.0
2014_06_23_13,3.0
2014_06_23_14,4.0
2014_06_23_15,4.0
2014_06_23_16,4.0
2014_06_27_14,3.0
2014_06_27_15,3.0
2014_06_27_16,3.0
2014_06_27_17,3.0
2014_06_28_06,3.0
2014_06_28_07,3.0
2014_06_28_08,4.0
2014_06_28_09,4.0
2014_06_28_10,4.0
2014_06_28_11,4.0
2014_06_28_13,4.0
2014_06_28_14,3.0
2014_06_28_15,3.0
2014_06_28_16,3.0
2014_06_28_17,3.0
2014_06_29_07,3.0
2014_06_29_08,4.0
2014_06_29_09,4.0
2014_06_29_10,4.0
2014_06_29_11,4.0
2014_06_29_12,4.0
2014_06_29_13,4.0
2014_06_29_14,4.0
2014_06_29_16,3.0
2014_06_29_17,3.0
2014_06_30_09,4.0
2014_06_30_12,4.0
2014_06_30_13,4.0
2014_06_30_14,4.0
2014_06_30_15,3.0
2014_06_30_16,3.0
2014_06_30_17,3.0
2014_07_01_07,3.0
2014_07_01_08,3.0
2014_07_01_09,3.0
2014_07_01_11,4.0
2014_07_01_12,4.0
2014_07_01_13,4.0
2014_07_01_14,4.0
2014_07_01_15,4.0
2014_07_01_16,3.0
2014_07_01_17,3.0
2014_07_02_06,1.0
2014_07_02_07,3.0
2014_07_02_08,3.0
2014_07_02_09,3.0
2014_07_02_11,4.0
2014_07_02_12,4.0
2014_07_02_13,4.0
2014_07_02_14,4.0
2014_07_02_15,4.0
2014_07_02_16,3.0
2014_07_05_17,3.0
2014_07_06_06,4.0
2014_07_06_08,4.0
2014_07_06_09,4.0
2014_07_06_13,4.0
2014_07_06_16,4.0
2014_07_06_17,4.0
2014_07_07_06,4.0
2014_07_07_07,4.0
2014_07_07_08,4.0
2014_07_07_12,4.0
2014_07_07_13,4.0
2014_07_07_14,4.0
2014_07_07_15,4.0
2014_07_07_16,4.0
2014_07_07_17,4.0
2014_07_08_07,4.0
2014_07_08_08,4.0
2014_07_08_09,4.0
2014_07_08_11,4.0
2014_07_08_12,3.0
2014_07_08_13,4.0
2014_07_08_14,3.0
2014_07_08_17,4.0
2014_07_09_07,4.0
2014_07_09_08,4.0
2014_07_09_09,4.0
2014_07_09_11,3.0
2014_07_09_13,3.0
2014_07_09_14,3.0
2014_07_09_15,3.0
2014_07_09_17,4.0
2014_07_10_07,4.0
2014_07_10_08,4.0
2014_07_10_09,4.0
2014_07_10_10,4.0
2014_07_10_11,4.0
2014_07_10_12,3.0
2014_07_10_13,3.0
2014_07_10_14,3.0
2014_07_10_15,3.0
2014_07_10_16,2.0
2014_07_10_17,3.0
2014_07_11_06,4.0
2014_07_11_07,4.0
2014_07_11_08,4.0
2014_07_11_10,4.0
2014_07_11_11,4.0
2014_07_11_14,3.0
2014_07_11_15,2.0
2014_07_11_16,3.0
2014_07_11_17,3.0
2014_07_12_06,3.0
2014_07_12_07,4.0
2014_07_12_08,4.0
2014_07_12_10,4.0
2014_07_12_11,4.0
2014_07_12_12,4.0
2014_07_12_13,3.0
2014_07_12_14,3.0
2014_07_12_15,3.0
2014_07_12_16,3.0
2014_07_13_06,3.0
2014_07_13_07,4.0
2014_07_13_08,4.0
2014_07_13_09,4.0
2014_07_13_11,4.0
2014_07_13_12,4.0
2014_07_13_13,4.0
2014_07_13_14,3.0
2014_07_13_15,3.0
2014_07_13_16,3.0
2014_07_13_17,3.0
2014_07_14_08,4.0
2014_07_14_13,4.0
2014_07_14_14,4.0
2014_07_14_15,3.0
2014_07_14_16,3.0
2014_07_14_17,3.0
2014_07_15_06,3.0
2014_07_15_07,3.0
2014_07_15_08,3.0
2014_07_15_09,4.0
2014_07_15_10,4.0
2014_07_15_11,4.0
2014_07_15_13,4.0
2014_07_15_14,4.0
2014_07_15_15,3.0
2014_07_15_16,3.0
2014_07_15_17,3.0
2014_07_16_06,1.0
2014_07_16_07,3.0
2014_07_16_09,3.0
